transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T14837,U098,2019-08-09,Expense,Entertainment,175,UPI,Pune,Salary
T08760,U021,07/03/2020,Expense,Rent,"1,077",Bank Transfer,Bengaluru,Monthly rent
T04046,U169,04-06-20,Expense,Entertainment,365,Bank Transfer,Pune,Course fee via app
T11466,U022,2021-09-23,Expense,Education,284,Bank Transfer,LUCKNOW,Grocery shopping via app
T07354,U084,2021-08-01,Expense,Rent,37,Bank Transfer,Mumbai,Grocery shopping late
T08881,U104,2020-07-06,Income,Bonus,"46,349",Cash,Ahmedabad,Doctor visit via app
T01107,U144,21-07-19,Expense,Food,"1,942",UPI,Ahmedabad,Dinner at resto
T06575,U182,03/21/2022,Expense,Travel,198,Cash,Hyderabad,Doctor visit
T00595,U170,2020-08-10,Expense,Rent,$337,Cash,Delhi,Salary
T14656,U141,04/04/2022,Income,Bonu,"54,690",Cash,Hyderabad,Netflix subscription
T07247,U137,11-10-22,Expense,Rent,"₹3,573",Cash,,Doctor visit late
T04228,U186,2021-08-04,Expense,Travel,526,UPI,Jaipur,
T12657,U013,06/17/2019,Expense,Entertainment,300,Card,Pune,Netflix subscription
T14983,U046,01/07/2019,Expense,Rent,210,Bank Transfer,Jaipur,Paid electricity bill
T13640,U131,2020-08-24,Expense,Food,37,UPI,Lucknow,
T09885,U051,07/08/2022,Expense,Food,193,Bank Transfer,Hyderabad,Uber to office
T12532,U004,29-08-20,Income,Other Income,"53,247",Cash,Kolkata,Uber to office
T02332,U124,03/12/2021,Expense,Rent,559,Card,Jaipur,Salary
T05768,U064,2019-03-26,Expense,Food,62,Cash,Pune,Salary
T06794,U023,11/19/2020,Expense,Entertainment,842,Bank Transfer,Delhi,Uber to office late
T12630,U151,04/24/2019,Expense,Food,103,Card,Kolkata,Netflix subscription late
T13366,U108,11/03/2020,Expense,Food,"1,101",UPI,Pune,Salary 
T01797,U143,2022-03-12,Expense,Rent,74,Bank Transfer,Lucknow,Dinner at resto 
T06598,U171,07/15/2019,Expense,Utilities,"$1,420",UPI,Ahmedabad,Monthly rent
T12265,U071,03/10/2022,Expense,Rent,₹208,UPI,ahmedabad,
T00690,U104,April 10 2019,Income,BBonus,"44,214",Cash,Hyderabad,Doctor visit
T10825,U109,,Income,Other Income,"50,757",Card,Chennai,Grocery shopping
T10044,U089,2020-11-13,Expense,Travel,"1,326",Card,Jaipur,Monthly rent
T02192,U045,27-04-19,Expense,Food,591,Card,Pune,Gift
T07419,U166,03/21/2020,Expense,Others,"1,863",Cash,Bengaluru,
T11725,U006,2022-03-06,Expense,Food,,Card,Chennai,Paid electricity bill
T13931,U133,10-10-19,Expense,Travel,115,Card,,Salary cash
T08086,U043,02/15/2019,Expense,Rent,128,,Hyderabad,Netflix subscription
T03642,U065,03-07-19,Expense,Others,71,Bank Transfer,Lucknow,Salary via app
T12965,U151,02-12-20,Expense,Entertainment,466,Cash,Jaipur,Salary
T13744,U133,09-02-19,Expense,Others,630,Card,Hyderabad,Gift cash
T13778,U169,02/11/2019,Expense,Rent,"2,694",Bank Transfer,Pune,Gift cash
T05268,U047,17-05-19,Expense,Rent,416,Bank Transfer,Jaipur,Uber to office
T04088,U135,March 10 2022,Expense,Rent,"$2,374",Card,Delhi,
T09445,U162,November 16 2019,Income,Salary,"45,245",UPI,CHENNAI,
T05592,U065,2020-01-02,Expense,Travel,956,Cash,Delhi,Gift 
T12150,U006,26-08-19,Expense,Rent,"2,119",UPI,Ahmedabad,Gift
T02911,U182,June 27 2019,Expense,Utilities,"3,300",Cash,Lucknow,Doctor visit
T08451,U011,02-01-19,Expense,,71,Cash,Lucknow,Uber to office
T06594,U161,June 25 2022,Expense,Others,406,Cash,Jaipur,Uber to office
T08634,U184,2022-06-12,Expense,Rent,56,Cash,,Paid electricity bill
T08379,U121,01/12/2022,Expense,Travel,34,Bank Transfer,Kolkata,Monthly rent via app
T12971,U056,February 26 2020,Expense,Food,124,Cash,Bengaluru,Course fee
T08008,U093,2020-04-09,Expense,Entertainment,,UPI,Hyderabad,Netflix subscription
T00318,U091,29-04-20,Expense,Rent,157,Card,Bengaluru,8yhIqWABlLLIK1x
T07646,U120,12/28/2019,Expense,Rent,$142,Card,Bengaluru,Gift
T11827,U143,10-05-21,Expense,Rent,192,Cash,Delhi,Netflix subscription
T02719,U055,07/31/2019,Expense,Entertainment,592,Bank Transfer,Lucknow,Doctor visit
T07744,U063,08/14/2019,Expense,Food,500,Card,Hyderabad,Grocery shopping
T07178,U109,05/19/2020,Expense,Rent,965,Card,Bengaluru,Course fee
T01556,U114,February 17 2021,Expense,Savings,73,Card,Chennai,Grocery shopping
T12411,U100,11-05-21,Expense,Food,81,Bank Transfer,Delhi,Course fee 
T07026,U137,September 25 2021,Expense,Food,996,Cash,,Paid electricity bill
T02076,U033,02/21/2022,Expense,Rent,"1,313",Card,Delhi,Paid electricity bill
T13348,U001,07/04/2020,Expense,Rent,908,Bank Transfer,Ahmedabad,Course fee cash
T12844,U075,November 28 2020,Expense,Entertainment,849,Cash,Chennai,klFpFX8klGtcoclg29
T02856,U167,04/03/2019,Expense,,105,Cash,Chennai,Gift
T03346,U027,05/08/2020,Expense,Entertainment,240,Card,Pune,Paid electricity bill
T13261,U092,2019-10-24,Expense,Travel,₹275,Bank Transfer,Bengaluru,
T07245,U018,09-11-20,Expense,Rent,81,Bank Transfer,Jaipur,Grocery shopping cash
T07534,U014,07-07-19,Expense,Travel,"₹1,445",Card,Chennai,Doctor visit
T10200,U083,May 16 2020,Income,Salary,"50,593",Card,Ahmedabad,Salary cash
T03685,U101,January 10 2020,Expense,Utilities,₹401,Bank Transfer,Hyderabad,Course fee
T05916,U128,2022-07-19,Expense,Food,668,Card,Kolkata,Gift cash
T12171,U010,2020-12-07,Income,Other Income,"63,537",UPI,Mumbai,N7R8z85KcHFdM7eidM5X
T01039,U190,February 08 2019,Expense,Entertainment,116,Cash,Kolkata,Course fee
T07836,U080,04/03/2019,Expense,Savings,695,Cash,Ahmedabad,Gift 
T01003,U062,September 20 2020,Expense,Others,327,UPI,Lucknow,Paid electricity bill
T07586,U073,01-06-21,Expense,Food,848,Cash,Delhi,Gift 
T13344,U050,2020-04-25,Expense,Food,"4,167",Card,Chennai,Course fee
T12808,U176,12/07/2019,Expense,Utilities,165,Bank Transfer,Chennai,Dinner at resto
T03228,U182,02/22/2020,Expense,Food,501,Bank Transfer,Pune,Doctor visit
T11332,U118,January 07 2019,Expense,Education,25,UPI,Chennai,Salary via app
T05049,U101,31-08-19,Expense,Rent,222,Card,Delhi,Gift late
T13808,U047,03/01/2021,Expense,Savings,140,Cash,jaipur,Uber to office late
T11611,U107,11/20/2022,Expense,Food,547,Bank Transfer,Lucknow,Doctor visit
T01333,U058,June 22 2022,Expense,RRent,256,,Pune,Grocery shopping via app
T12156,U188,2021-12-07,Expense,Food,367,Cash,Bengaluru,ohW7I0T6Txj
T09623,U070,20-10-20,Expense,Food,"1,805",UPI,,Paid electricity bill late
T06982,U034,01/08/2021,Expense,Rent,155,UPI,Pune,
T02532,U079,2021-11-15,Expense,Food,151,UPI,Ahmedabad,Grocery shopping
T01954,U069,04/15/2021,Income,Bnus,"₹55,627",,Ahmedabad,
T11274,U092,22-01-20,Expense,Entertanment,"2,678",Cash,Jaipur,Lh8dmC5fgiE9VDN
T12471,U029,03/28/2019,Expense,Rent,489,Bank Transfer,Hyderabad,Doctor visit
T06535,U015,09/13/2019,Expense,Travel,"2,171",Cahs,Kolkata,Paid electricity bill
T03191,U186,12/30/2020,Expense,Heaalth,₹130,Card,Lucknow,Uber to office
T05374,U167,2021-02-09,Expense,Rent,675,Bank Transfer,,
T05744,U111,03-08-19,Income,Bonus,"80,245",Cash,Hyderabad,Paid electricity bill via app
T04314,U192,30-05-21,Income,Salary,"$72,113",Cash,Kolkata,Monthly rent
T14744,U172,,Expense,Rent,999,Card,Pune,Doctor visit late
T09230,U133,06/22/2021,Income,Other Income,"54,078",UPI,Pune,
T03596,U170,11/06/2021,Expense,Health,109,Card,Pune,jUVjFD68oeUv7
T07012,U089,2019-10-20,Expense,Travel,224,Bank Transfer,Ahmedabad,Netflix subscription
T02065,U044,06/13/2022,Expense,Food,84,Bank Transfer,Jaipur,Uber to office cash
T03672,U065,08/18/2022,Expense,Rent,207,Cash,Hyderabad,
T02489,U117,2019-08-27,Expense,Rent,"1,203",Bank Transfer,Hyderabad,Gift
T06342,U149,2021-11-17,Expense,Food,344,Cash,Delhi,Gift cash
T10422,U031,2021-02-11,Expense,Rent,"5,033",UPI,Mumbai,Salary
T01582,U086,2022-08-23,Expense,Food,365,UPI,Chennai,Paid electricity bill
T12993,U149,2021-04-01,Expense,Others,"1,326",Cash,Pune,TWIUxLW2d
T08048,U086,06/25/2022,Expense,Health,"$1,113",Cash,Hyderabad,Monthly rent
T03782,U018,22-03-21,Income,Other Income,"83,177",Cash,Chennai,Doctor visit
T04013,U149,06/02/2022,Expense,Utilities,"1,111",Card,Ahmedabad,
T02899,U192,29-03-21,Expense,Utilities,489,UPI,Delhi,Paid electricity bill
T04456,U163,April 17 2021,Expense,Food,454,UPI,Ahmedabad,Netflix subscription 
T09110,U109,November 13 2022,Expense,Travel,586,Bank Transfer,Pune,Netflix subscription via app
T01028,U035,2021-01-17,Expense,eRnt,357,Cash,Pune,
T10125,U069,13-08-19,Expense,Rent,139,Cash,Kolkata,05SrXAwnwi
T04277,U108,February 17 2019,Income,Salary,"₹78,511",,Ahmedabad,Grocery shopping
T04185,U096,10/27/2022,Income,Bonus,"₹74,842",Bank Transfer,Jaipur,Doctor visit
T13695,U164,07-12-21,Income,Bonus,"₹62,168",Cash,Lucknow,Uber to office
T14721,U024,October 26 2021,Expense,Food,"₹1,276",Bank Transfer,Jaipur,Doctor visit
T00978,U060,2021-08-29,Income,Bonus,"66,686",Bank Transfer,bengaluru,Uber to office
T04883,U146,17-05-20,Expense,Travel,"1,004",Card,Lucknow,Uber to office
T09945,U059,02/01/2022,Expense,Rent,$294,UPI,,Gift
T00371,U184,2019-05-04,Expense,Food,₹212,Cash,Mumbai,cWTiWgs0oS8I4JP3FIl
T07524,U092,05/31/2022,Expense,Education,"6,736",Bank Transfer,Jaipur,WOcoeE3qGY4
T11299,U076,May 07 2022,Income,Other Income,"53,548",Card,Ahmedabad,Gift
T03570,U154,2020-02-26,Expense,Rent,74,Cash,Jaipur,4f3RctUYaKu
T13784,U145,September 16 2019,Expense,Education,149,UPI,Bengaluru,Gift
T06541,U103,2022-04-29,Expense,Food,905,Cash,Lucknow,Salary via app
T06458,U129,,Expense,Food,62,Bank Transfer,Jaipur,Salary
T12658,U162,2022-04-22,Expense,Travel,868,Card,Pune,Course fee
T09263,U101,07/18/2021,Expense,Food,526,Bank Transfer,Hyderabad,Salary cash
T06282,U170,2021-12-10,Income,Other Income,"76,034",Bank Transfer,Bengaluru,Salary
T10606,U139,11/24/2019,Expense,Savings,₹242,Bank Transfer,Jaipur,Dinner at resto late
T05652,U131,01/28/2022,Income,Other Income,"69,902",Cash,Hyderabad,Monthly rent
T03113,U005,13-08-22,Expense,Food,667,,Delhi,Dinner at resto
T07073,U179,,Expense,Food,"1,210",Cash,Hyderabad,
T10588,U107,01-09-21,Income,Salary,"42,186",Cash,Hyderabad,Netflix subscription late
T00207,U183,07/09/2019,Income,Bonus,"$42,221",Card,Pune,Uber to office late
T00503,U187,03/20/2019,Expense,Entertainment,"4,479",Card,Ahmedabad,Paid electricity bill
T04853,U070,2022-05-02,Expense,Travel,517,UPI,Mumbai,Salary cash
T06148,U078,2020-04-09,Expense,Utilities,104,UPI,Hyderabad,Paid electricity bill
T11080,U105,2019-02-28,Expense,Utilities,₹616,Bank Transfer,pune,Dinner at resto 
T12908,U110,2021-10-12,Expense,Entertainment,₹353,UPI,Lucknow,Salary late
T07431,U159,06-05-19,Expense,Entertainment,939,Bank Transfer,Lucknow,Netflix subscription
T00556,U120,20-09-19,Expense,Entertainmnt,929,Card,Delhi,Doctor visit
T06126,U002,10/18/2022,Expense,Rent,₹70,UPI,Kolkata,
T12128,U015,11/01/2022,Expense,Food,38,Card,Jaipur,Dinner at resto 
T03891,U074,03/26/2019,Expense,Education,190,Card,Bengaluru,Dinner at resto 
T05466,U080,08/13/2020,Expense,Health,"1,977",Card,Bengaluru,Course fee
T06409,U050,01/14/2021,Expense,Others,142,UPI,Pune,Uber to office
T09572,U119,2019-07-01,Expense,Education,398,UPI,kolkata,Dinner at resto
T00988,U110,2019-12-30,Expense,Entertainment,"2,727",Card,,Dinner at resto
T06419,U029,2020-08-06,Income,Bonus,"47,135",Cash,Jaipur,Uber to office cash
T06161,U007,03/28/2021,Expense,Savings,325,Card,Bengaluru,Course fee late
T05283,U172,08-01-20,Expense,Rent,493,UPI,Hyderabad,
T00626,U090,08/26/2019,Expense,Entertainment,$139,Bank Transfer,Mumbai,Dinner at resto
T00544,U191,03/03/2022,Expense,Food,165,,Chennai,Grocery shopping
T13002,U158,09-09-21,Expense,Others,419,Bank Transfer,jaipur,Gift 
T13758,U096,11/06/2021,Expense,Rent,₹30,Bank Transfer,Ahmedabad,Dinner at resto 
T01565,U072,2021-02-22,Expense,Others,293,Card,Chennai,Salary
T14946,U135,09/28/2020,Expense,Savings,60,Bank Transfer,Lucknow,Dinner at resto
T05212,U145,04/29/2022,Expense,Savings,966,Cash,Delhi,Gift
T12947,U125,September 22 2019,Expense,Food,349,Card,Lucknow,Netflix subscription
T05552,U118,2021-08-04,Expense,Savings,"1,295",UPI,Mumbai,Doctor visit
T08894,U168,,Expense,Food,"1,254",UPI,jaipur,1hZVRiPioU
T03071,U149,2020-08-28,Expense,Entertainment,552,Cash,Delhi,Gift 
T13854,U017,05/26/2019,Expense,Entertainment,902,Cash,Jaipur,Grocery shopping cash
T14440,U065,January 27 2019,Expense,Entertainment,322,Bank Transfer,Lucknow,Doctor visit 
T03274,U180,08/21/2019,Expense,Travel,223,,,Gift
T03435,U075,2019-04-12,Expense,Travel,$224,Card,Hyderabad,j8dvVOXwUFxQIS
T10658,U066,2021-03-26,Income,Salary,"₹69,186",UPI,Jaipur,
T11010,U060,February 23 2022,Income,Salary,"42,325",Bank Transfer,Chennai,Grocery shopping
T06917,U075,01/23/2020,Expense,Others,"1,820",Bank Transfer,Kolkata,Salary
T14711,U158,09/08/2019,Expense,Food,"$1,336",UPI,Hyderabad,Dinner at resto
T13762,U186,2021-02-25,Expense,Entertainment,832,Bank Transfer,Chennai,Netflix subscription
T07853,U008,01/09/2019,Expense,Food,219,UPI,,4yW52nFfU44lccN
T00340,U115,30-03-20,Expense,Food,656,Bank Transfer,Ahmedabad,Paid electricity bill
T08948,U018,March 11 2019,Expense,Utilities,₹122,UPI,Delhi,Uber to office
T10255,U122,29-01-22,Income,Bonus,"₹72,380",Card,Delhi,YYO1VKqgQ6Il
T06829,U050,02/07/2021,Expense,Food,595,Cash,Jaipur,Dinner at resto
T08365,U163,March 21 2020,Expense,Rent,250,Card,Hyderabad,Gift late
T05620,U104,03-06-19,Expense,Travel,410,Bank Transfer,hyderabad,Paid electricity bill 
T12469,U077,09/21/2022,Expense,Food,140,Card,jaipur,
T04962,U123,2019-04-13,Expense,Travel,89,Card,Bengaluru,Salary
T12000,U008,April 20 2021,Expense,Utilities,"3,678",Cash,Delhi,Gift
T01140,U085,12/22/2022,Expense,Entertainment,₹395,Bank Transfer,Jaipur,Monthly rent
T01550,U172,2022-12-07,Expense,Food,322,Cash,Bengaluru,Paid electricity bill late
T01209,U036,02-09-21,Expense,Food,71,Bank Transfer,Lucknow,
T04873,U086,2022-04-21,Expense,Entertainment,801,UPI,Mumbai,Course fee
T09748,U022,2019-01-12,Expense,Retn,46,UPI,Ahmedabad,Paid electricity bill
T05236,U175,2021-01-01,Expense,Travel,391,Cash,Bengaluru,Grocery shopping 
T01238,U074,10/12/2022,Expense,Savings,"2,041",Cash,Jaipur,Monthly rent
T06612,U017,12/12/2022,Expense,Utilities,584,Cash,Kolkata,Grocery shopping via app
T03041,U190,08-02-19,Income,Bonnus,"52,527",Cash,jaipur,Uber to office
T08844,U122,March 14 2019,Expense,Food,508,Cash,Lucknow,Gift
T03469,U057,01/12/2020,Expense,Travel,"1,227",,Bengaluru,Doctor visit
T13487,U036,2019-05-03,Income,Bonus,"45,141",Bank Transfer,Mumbai,Dinner at resto 
T09179,U010,2022-12-17,Expense,Rent,"3,849",UPI,Jaipur,yRDD50qWySod4Vn8xW
T13775,U088,2019-12-14,Expense,Food,281,UPI,Bengaluru,Course fee
T03757,U027,11/22/2019,Income,Other Income,"56,759",Cash,Pune,Gift via app
T12489,U133,25-04-22,Expense,Rent,"6,506",,Ahmedabad,Course fee
T09521,U008,08/26/2019,Expense,Travel,₹433,UPI,Hyderabad,Uber to office
T06466,U084,03/10/2020,Expense,Utilities,136,Cash,kolkata,Uber to office
T12403,U172,10-06-19,Expense,Travel,39,UPI,Delhi,Dinner at resto
T08632,U005,05/29/2020,Expense,Rent,"₹1,950",Bank Transfer,Jaipur,Course fee
T07579,U084,11/04/2021,Income,Other Income,"69,146",,Jaipur,Salary 
T00665,U151,2019-09-06,Expense,Rent,246,Bank Transfer,Hyderabad,
T01425,U008,02/09/2019,Expense,Travel,$227,Card,Pune,Monthly rent via app
T11067,U015,10/25/2022,Income,Bonus,"₹63,590",Cash,Pune,
T06413,U156,27-08-20,Income,Salary,"45,346",Cash,Ahmedabad,
T07822,U092,05/04/2021,Expense,Entertainment,266,Cash,Pune,Doctor visit cash
T08666,U063,August 01 2020,Expense,Education,499,Bank Transfer,,Monthly rent
T12958,U103,03/12/2022,Expense,Travel,567,Card,Kolkata,
T11871,U044,15-04-19,Expense,Rent,610,Cash,lucknow,Gift
T10197,U046,2019-11-21,Expense,Rent,330,Cash,Delhi,Grocery shopping 
T12674,U189,11/05/2019,Income,Bonus,"66,879",UPI,Hyderabad,Dinner at resto
T03803,U168,2019-06-07,Expense,Rent,"2,385",UPI,Kolkata,Dinner at resto 
T10231,U163,10/03/2019,Expense,Travel,263,UPI,Chennai,Netflix subscription
T06776,U184,2022-06-09,Expense,Rent,672,Card,Ahmedabad,Course fee late
T04521,U116,06/19/2022,Expense,Rent,"₹3,396",Bank Transfer,Ahmedabad,Doctor visit
T02865,U160,June 29 2020,Expense,Rent,667,UPI,lucknow,ur3kNFk5
T00169,U097,06-01-22,Expense,Entertainment,410,Card,Hyderabad,
T08823,U048,10/20/2019,Expense,Others,431,Bank Transfer,Bengaluru,Uber to office
T13143,U163,2020-02-16,Expense,Food,$135,Card,mumbai,Course fee
T14506,U119,February 23 2019,Income,Bonus,"$52,860",Card,Pune,Course fee
T09560,U157,2021-04-03,Expense,Savings,623,Card,,Netflix subscription
T03537,U115,September 15 2020,Expense,Savings,388,Cash,Lucknow,Course fee late
T13141,U187,2021-02-11,Expense,Food,532,Bank Transfer,hyderabad,Paid electricity bill
T13219,U044,11-07-22,Expense,Utilities,696,Bank Transfer,Hyderabad,
T00333,U083,15-05-21,Expense,Travel,"3,174",Card,ahmedabad,Grocery shopping
T01850,U108,2022-10-01,Expense,Ret,130,Card,hyderabad,Dinner at resto 
T04128,U159,17-03-19,Expense,Food,146,UPI,Chennai,Dinner at resto via app
T14100,U045,2022-05-17,Expense,Rent,157,,Jaipur,Doctor visit 
T05834,U006,07/26/2019,Expense,Rent,358,Cash,Kolkata,Grocery shopping
T08252,U110,2019-02-09,Expense,Rent,"2,756",UPI,Delhi,
T04322,U046,2021-08-12,Expense,Food,76,UPI,Jaipur,Doctor visit cash
T01508,U091,15-06-22,Expense,Utilities,136,Card,Kolkata,ZYAyiMHBbS
T14129,U136,May 22 2019,Expense,Food,106,Cash,Hyderabad,Gift
T10730,U134,28-03-20,Income,Bnous,"45,224",Cash,Chennai,Course fee 
T14661,U093,2022-10-27,Expense,Rent,"3,219",Cash,Delhi,
T02691,U009,September 16 2022,Expense,Savings,146,Bank Transfer,Chennai,Dinner at resto
T07422,U136,08/23/2021,Expense,Food,548,Card,Chennai,Paid electricity bill cash
T05160,U192,10/11/2022,Expense,Entertainment,"₹1,079",Cash,Lucknow,Uber to office
T02699,U073,11-05-20,Expense,Rent,"₹4,417",Bank Transfer,Jaipur,oNteF5mqSxOxyLtn0YLH
T08619,U157,2019-09-24,Expense,Savings,493,,Mumbai,Grocery shopping
T10234,U156,14-12-22,Expense,Food,96,Card,Mumbai,Uber to office
T05660,U167,April 14 2021,Expense,Food,390,Card,Kolkata,
T02766,U017,13-05-20,Expense,Travel,353,Bank Transfer,Lucknow,Gift cash
T03182,U047,29-04-19,Expense,,68,UPI,Bengaluru,Salary
T12621,U140,24-04-19,Expense,Others,173,Bank Transfer,Mumbai,Paid electricity bill
T10621,U187,01/10/2022,Income,Bonus,"55,604",Bank Transfer,Delhi,Salary 
T10952,U051,03/23/2019,Expense,Rent,980,Card,Jaipur,Salary 
T12279,U159,10/14/2020,Expense,Savings,387,Cash,Hyderabad,Gift
T08543,U102,August 04 2019,Expense,Utilities,134,Cash,Kolkata,Uber to office
T11526,U050,February 09 2020,Expense,Rent,"1,706",Card,Delhi,
T02359,U150,April 23 2020,Expense,Food,160,Bank Transfer,Kolkata,Course fee late
T07302,U106,11/01/2019,Expense,Food,₹126,Bank Transfer,Hyderabad,Grocery shopping
T00443,U027,15-12-19,Expense,Rent,13,UPI,Chennai,Dinner at resto
T06268,U092,03/23/2020,Expense,Travel,173,UPI,Delhi,Doctor visit
T13183,U016,06-05-20,Expense,Food,-580,UPI,HYDERABAD,Netflix subscription
T14026,U075,03-05-22,Expense,Food,"1,002",UPI,Kolkata,EQmQhxyhaN
T04667,U084,2021-08-05,Expense,Entertainment,768,Bank Transfer,Jaipur,Doctor visit
T14846,U176,07/05/2020,Expense,Fodo,162,Bank Transfer,Lucknow,Gift late
T05923,U103,2020-05-27,Expense,Food,"1,740",,delhi,Dinner at resto
T08069,U008,07/16/2019,Income,Other Income,"38,676",Cash,Ahmedabad,
T00654,U079,09-02-21,Expense,Rent,"1,017",Cash,Ahmedabad,Netflix subscription
T06243,U135,25-08-21,Income,Bonsu,"36,133",Card,PUNE,Grocery shopping
T04688,U146,2022-05-03,Expense,Entertainment,249,Bank Transfer,Hyderabad,Dinner at resto late
T14573,U038,20-09-20,Expense,Fod,247,,Pune,Paid electricity bill
T01490,U072,09/10/2020,Income,Other Income,"51,869",Bank Transfer,Delhi,Monthly rent late
T13805,U056,14-06-21,Income,Boonus,"61,887",Cash,Chennai,Salary
T10798,U102,2019-06-30,Expense,Others,408,UPI,Delhi,Netflix subscription
T09525,U034,13-01-21,Expense,Food,500,Card,Chennai,Netflix subscription late
T14703,U065,08/14/2019,Expense,Rent,665,Cash,Delhi,Monthly rent
T05148,U028,05/25/2022,Expense,Food,73,Card,Mumbai,Dinner at resto
T10306,U002,10-08-22,Expense,Food,43,Cash,Delhi,Gift
T04779,U166,June 03 2022,Expense,Rent,₹126,Bank Transfer,Delhi,Doctor visit via app
T08073,U141,04/24/2021,Expense,Health,$305,Bank Transfer,AHMEDABAD,Course fee
T10657,U024,May 11 2020,Expense,Food,372,Cash,Pune,Netflix subscription
T05226,U089,2021-11-30,Income,Bonus,"63,811",Cash,Hyderabad,Paid electricity bill late
T03084,U109,2020-12-18,Income,Salary,"₹53,607",Cash,Bengaluru,Doctor visit
T11641,U191,2019-11-24,Income,Bonus,"65,215",Cash,Lucknow,Grocery shopping 
T13836,U035,30-11-21,Expense,Food,$464,Cash,Chennai,Netflix subscription 
T12560,U011,2022-07-16,Expense,Rent,212,Bank Transfer,Chennai,Monthly rent via app
T00770,U008,06-08-20,Expense,Entertainment,164,Cash,Pune,Dinner at resto cash
T05144,U045,June 19 2020,Expense,Utilities,$389,UPI,Mumbai,Gift via app
T02686,U030,12/24/2022,Expense,Rent,,UPI,Kolkata,
T11776,U177,13-10-21,Expense,Food,"1,366",Bank Transfer,,Netflix subscription
T11587,U073,2021-11-11,Expense,Food,"1,528",Card,Lucknow,Netflix subscription
T14121,U192,05/30/2020,Expense,Entertainment,309,Cash,Kolkata,Dinner at resto via app
T08992,U118,23-02-22,Expense,Travel,"1,100",Card,Chennai,Paid electricity bill
T13185,U091,08-06-20,Expense,Rent,₹231,Cash,Kolkata,Paid electricity bill
T08830,U051,2022-01-01,Expense,Trvael,185,Card,Pune,
T14284,U009,12/17/2020,Expense,Others,387,UPI,Pune,Doctor visit
T09365,U001,2019-11-14,Expense,Others,$64,UPI,Pune,Netflix subscription cash
T03087,U036,04/20/2021,Income,Salary,"45,411",UPI,Hyderabad,Monthly rent cash
T03497,U058,06-11-20,Expense,Rent,"2,104",Cash,Hyderabad,Gift
T03987,U122,2020-02-09,Expense,Etertainment,₹106,Cash,Hyderabad,CpWJVDMze6sjkP4
T03166,U045,31-12-22,Expense,Food,291,Card,Lucknow,Doctor visit
T10401,U029,2020-01-19,Expense,Rent,409,Cash,Bengaluru,Dinner at resto
T12418,U143,2019-06-18,Expense,Entertainment,71,UPI,Chennai,Netflix subscription
T04028,U034,12/22/2021,Income,Salary,"46,110",UPI,Jaipur,Grocery shopping
T02748,U098,13-02-19,Expense,Rent,152,Card,Bengaluru,
T07677,U033,08/04/2020,Expense,Travel,$93,Cash,Hyderabad,Grocery shopping
T09960,U135,09-04-19,Expense,Food,466,Cash,,Salary
T13545,U147,22-07-20,Expense,Food,413,Card,Pune,Netflix subscription
T01715,U191,15-10-21,Expense,Utilities,767,Bank Transfer,,Uber to office
T03459,U055,02/06/2019,Expense,Rent,₹357,UPI,Bengaluru,Salary via app
T00748,U070,2021-03-03,Expense,Rent,"2,906",Cash,Chennai,Grocery shopping via app
T06297,U111,06/20/2019,Income,Bonus,"52,094",Card,Hyderabad,Course fee
T04685,U151,,Income,Salary,"53,460",Card,Jaipur,Doctor visit
T01353,U191,2021-07-29,Expense,Travel,"₹4,194",Card,Chennai,
T10100,U018,September 16 2020,Expense,Food,$71,Bank Transfer,Delhi,Monthly rent
T04240,U113,29-01-21,Income,Salary,"34,239",UPI,Mumbai,Uber to office
T08721,U041,12/28/2022,Expense,Utilities,969,Cash,lucknow,Salary
T08055,U144,,Expense,Food,301,Bank Transfer,Mumbai,Dinner at resto
T02178,U142,2019-02-04,Income,Other Income,"63,733",Bank Transfer,Lucknow,Course fee
T13367,U145,10/08/2019,Expense,Food,₹222,Card,HYDERABAD,Gift
T12011,U186,July 05 2021,Expense,Food,406,Bank Transfer,Pune,Paid electricity bill
T01839,U190,30-08-19,Expense,Rent,164,Card,Kolkata,Grocery shopping cash
T13869,U018,21-01-22,Expense,Food,,UPI,Chennai,Salary
T09787,U150,26-06-22,Expense,Food,"7,192",Card,Ahmedabad,Doctor visit 
T11035,U152,2021-08-09,Income,Salary,"43,570",Cash,Bengaluru,
T10720,U062,12/27/2019,Income,Salary,"52,418",Card,,Salary late
T03693,U128,12/31/2022,Expense,Rent,106,Cash,Ahmedabad,Grocery shopping via app
T02010,U076,2021-12-06,Expense,Food,132,Bank Transfer,Lucknow,Doctor visit
T13311,U085,2020-08-16,Expense,Rent,378,Cash,Chennai,Uber to office 
T06026,U042,11/23/2022,Income,Other Income,"53,293",Card,Jaipur,Salary
T01950,U078,,Expense,,₹164,Bank Transfer,Kolkata,Uber to office
T12491,U090,22-07-19,Expense,Utilities,31,Cash,Pune,Paid electricity bill via app
T10329,U070,2022-01-30,Expense,Food,249,Cash,Bengaluru,Gift late
T07249,U167,30-11-20,Expense,Food,425,Card,hyderabad,Doctor visit
T10659,U004,January 22 2022,Expense,oFod,81,Cash,Pune,Dinner at resto
T11536,U070,2022-05-02,Expense,Rent,177,Cash,Kolkata,Dinner at resto late
T01118,U146,June 17 2022,Expense,,102,Bank Transfer,bengaluru,Grocery shopping
