transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T8355,U071,2022-04-29,Expense,Rent,42162,Bank Transfer,LUC,Coffee
T2001,U078,2022-11-05,Expense,Foods,3844,csh,ahmedabad,Doctor consultation
T0507,U073,2024-06-14,Expense,Health,2575,Bank Transfr,KOL,ATM withdrawal
T3195,U040,2021-03-14,Expense,Entertainment,2323,Bank Transfer,AHM,Gym membership
T8627,U054,2024-12-22,Expense,,Rs.2837,bank transfer,Pune,
T13498,U089,,Expense,Rentt,32511,UPI,CHENNAI,Online course
T13539,U059,2021-03-24,Expense,Utilties,₹5223,Csh,KOLKATA,Medicine
T2676,U108,2022-04-06,Expense,Foods,₹4856,UPI,pune,Petrol
T10984,U111,03/07/2021,Expense,food,6809,UPI,PUNE,!!!
T8407,U020,10/11/2024,Expense,Fod,3368 INR,Bank Transfr,BANGALORE,Coffee
T10027,U056,03/31/2021,Expense,Foods,721,CARD,BAN,Gym membership
T7122,U075,03/10/2021,Income,Bonus,₹65623,cash,HYD,test
T1960,U058,2024-12-29,Income,Salary,65957,CARD,mumbai,Medicine
T5531,U144,08-11-22,Expense,FOOD,9343,UPi,DELHI,Petrol
T10223,U039,21-04-21,Expense,OTHERS,5887,cash,KOL,misc
T3506,U072,2022-03-21,Expense,Travel,8063,card,bangalore,Lunch
T5689,U147,2021-04-19,Expense,Utlities,$3802,bank transfer,DEL,test
T1755,U081,16-01-21,Expense,Foods,4554,,Delhi,Doctor consultation
T9246,U082,10/24/2024,Expense,Foodd,2023,Bank Transfer,Kolkata,
T12979,U072,04/23/2024,Expense,food,3919,Crd,ahmedabad,
T5706,U059,05/03/2022,Income,Freelance,22324,Cash,PUNE,Coffee
T0196,U025,2021-04-04,Expense,food,7271,Upi,pune,test
T6958,U140,04/23/2024,Expense,Education,6436,csh,ahmedabad,Restaurant dinner
T13580,U018,08/01/2023,Expense,rent,7751,bank transfer,Mumbai,Online course
T2334,U074,2024-11-07,Expense,entertainment,7517,CARD,Delhi,Electricity bill
T1786,U042,2021-03-04,Expense,Food,4195,BankTransfer,KOL,Doctor consultation
T13067,U046,12-08-2022,Income,Bonus,38497,Cash,DELHI,Train ticket
T13810,U056,,Expense,Foods,4529,Bank Transfer,Bangalore,
T0286,U136,18-09-23,Expense,Foods,2642,Crd,jaipur,
T11058,U127,08/25/2024,Expense,Entertain,6674,Card,Mumbai,
T12489,U069,01/07/2023,Expense,Utilties,₹648,CRD,HYD,EMI payment
T12868,U005,2024-11-16,Expense,Entrtnmnt,1754,Cash,LUCKNOW,Petrol
T5974,U047,07-09-2021,Expense,EDU,4297,CRD,AHM,Grocery shopping
T3981,U002,2024-09-21,Expense,Foodd,₹2324,Csh,PUNE,Internet bill
T13124,U069,02/15/2024,Expense,Foods,$886,UPi,Pune,N/A
T13674,U002,2024-10-30,Expense,Utilities,5727,upi,mumbai,
T13459,U098,2024-12-05,Expense,Utilties,7572,csh,KOLKATA,Electricity bill
T10975,U018,02/17/2023,Expense,Utilities,185,Upi,PUNE,Shopping
T6030,U051,26-01-2022,Expense,Rentt,5075,,Ahmedabad,Grocery shopping
T3901,U016,2024-09-23,Expense,Travel,999999999,BankTransfer,LUC,Books
T10827,U125,,Expense,Entrtnmnt,2293,card,delhi,Train ticket
T3424,U082,2021-05-12,Expense,Utlities,4022,bank transfer,PUNE,Train ticket
T8297,U138,07/18/2024,Expense,FOOD,6217,CASH,Jaipur,xyz123
T7120,U009,2023-07-03,Expense,Rentt,13682,cash,Delhi,Fixed deposit
T8555,U055,01/27/2021,Expense,food,₹8793,UPI,,asdfgh
T10238,U029,2023-05-25,Expense,health,3658,Bank Transfr,BANGALORE,Doctor consultation
T5222,U063,31-12-21,Expense,travel,7061,Upi,kolkata,xyz123
T6481,U041,2023-12-06,Expense,,2037,Bank Transfer,Mumbai,Online course
T13261,U069,14-04-23,Expense,Utilties,3389,CRD,MUMBAI,
T12910,U024,07-07-21,Expense,Health,8777,Bank Transfer,AHM,Petrol
T10672,U145,2022-07-12,Income,Others,77593,bank transfer,CHENNAI,Grocery shopping
T4188,U044,2024-05-23,Expense,Travl,₹2673,Cash,DEL,Electricity bill
T8368,U033,04-03-23,Expense,Traval,$5127,Card,CHE,Petrol
T3394,U017,16-09-21,Expense,Helth,6896,CASH,HYDERABAD,Coffee
T5683,U030,03/06/2023,Expense,rent,5412,Bank Transfer,PUN,N/A
T6082,U143,12/17/2023,Expense,RENT,$3940,Csh,jaipur,Doctor consultation
T5050,U007,2022-06-03,Expense,Education,7222,Cash,Mumbai,Movie tickets
T7098,U113,2022-11-06,Expense,Other,999999999,CASH,LUC,EMI payment
T11425,U038,05/17/2021,Expense,entertainment,4925,upi,hyderabad,Shopping
T10765,U137,09/24/2023,Expense,Food,1624,cash,KOLKATA,!!!
T11213,U080,17-04-21,Expense,Entertain,4164,card,hyderabad,Petrol
T7610,U079,01/04/2023,Expense,savings,1315,csh,JAI,Electricity bill
T9356,U094,02/22/2024,Expense,FOOD,$5213,bank transfer,JAI,Train ticket
T8099,U093,2024-06-03,Expense,Entertain,9531,Bank Transfr,BAN,Uber ride
T3247,U087,,Expense,Rentt,13343,UPi,CHE,xyz123
T6298,U053,05-04-22,Expense,Health,₹-500,upi,MUMBAI,Monthly rent payment
T8139,U066,25-11-22,Expense,Utility,7809,CASH,AHMEDABAD,Online course
T6853,U024,2023-06-23,Expense,RENT,5172,Csh,DEL,Uber ride
T7706,U047,09/21/2024,Expense,food,999999,CARD,N/A,test
T9717,U052,2022-03-25,Expense,EDU,6963,csh,pune,Gym membership
T1260,U024,30-12-2021,Income,Investment,73953,CRD,Jaipur,Electricity bill
T9912,U036,04/08/2022,Expense,Utlities,6660,UPi,BAN,Lunch
T7049,U033,12-04-22,Expense,Food,2784,Csh,JAI,test
T5183,U144,2024-03-11,Income,Investment,$64156,CASH,Delhi,Monthly rent payment
T12817,U129,2023-07-30,Expense,utilities,7048,,MUMBAI,
T6830,U038,06/08/2022,Expense,Entertainment,1124,upi,ahmedabad,Internet bill
T12851,U038,12-06-22,Expense,,₹1888,UPi,PUN,ATM withdrawal
T0715,U136,03/14/2021,Expense,Travel,₹964,upi,chennai,EMI payment
T11549,U119,06/11/2023,Expense,Rentt,15012,Cash,Lucknow,
T7111,U040,07/22/2021,Expense,Food,3310,Cash,AHM,
T1699,U036,31-01-24,Expense,entertainment,3582,CARD,Kolkata,asdfgh
T12943,U008,,Expense,Utilties,2500,Bank Transfer,Lucknow,
T11500,U075,16-06-24,Expense,travel,3156,UPi,BAN,EMI payment
T5525,U064,2023-05-01,Expense,Rent,22203,BankTransfer,JAI,!!!
T5427,U084,09-02-24,Expense,Utlities,5245,BankTransfer,pune,Monthly rent payment
T8391,U064,12/30/2022,Expense,RENT,6250,CRD,Kolkata,Online course
T6627,U087,01-01-2024,Expense,utilities,2403,cash,,Books
T3308,U124,2021-08-27,Income,Freelance,54485,Bank Transfer,HYDERABAD,
T1626,U145,2022-01-30,Expense,,3956,BankTransfer,kolkata,...
T4449,U137,14-03-23,Expense,Rnt,3320,upi,,Grocery shopping
T13792,U084,,Expense,food,5304,CASH,CHENNAI,Shopping
T1515,U027,2024-07-12,Income,Salary,₹66538,cash,Bangalore,
T12348,U076,2022-05-29,Expense,FOOD,2407,bank transfer,HYD,Movie tickets
T6797,U131,08-02-22,Expense,Saving,₹4252,Bank Transfr,AHM,Shopping
T0585,U038,2024-09-05,Expense,Entertain,787,Upi,N/A,Uber ride
T1082,U098,2023-08-31,Expense,rent,₹2581,CARD,PUNE,Fixed deposit
T13313,U003,26-03-24,Expense,Food,4739,Card,Kolkata,misc
T10513,U050,2024-04-05,Expense,travel,3605,UPi,DELHI,Doctor consultation
T10944,U081,2024-09-28,Expense,Entertainment,4230 INR,upi,BANGALORE,Gym membership
T10002,U063,12/18/2024,Expense,OTHERS,9456,CASH,DELHI,test
T3461,U134,,Expense,Food,805,upi,LUCKNOW,misc
T9288,U143,12/31/2022,Expense,Education,Rs.4334,CRD,kolkata,Books
T6623,U078,09/15/2023,Expense,EDU,503,Bank_Transfer,chennai,test
T9204,U140,20-10-23,Expense,Fod,9391,,hyderabad,Uber ride
T11137,U090,11-06-22,Expense,entertainment,5791,UPI,bangalore,
T10051,U061,,Expense,TRAVEL,1034,card,Kolkata,Petrol
T13164,U117,06/20/2021,Expense,Utilties,₹7835,CASH,DELHI,Monthly rent payment
T1385,U026,2022-09-27,Expense,Saving,604,UPI,KOL,asdfgh
T3994,U130,05/06/2022,Expense,Utilities,8377,upi,Delhi,ATM withdrawal
T5044,U135,2022-01-16,Expense,rent,3464,Cash,Pune,Fixed deposit
T7278,U111,2022-01-26,Expense,Foodd,2250,Csh,MUM,
T4712,U115,2024-01-30,Expense,Utlities,₹7134,CARD,Hyderabad,Online course
T6524,U141,06/15/2021,Expense,Utlities,5546,UPi,KOL,ATM withdrawal
T3727,U127,16-09-22,Expense,Traval,,Bank Transfr,PUN,Lunch
T3527,U082,11/24/2021,Expense,Traval,330,Bank Transfer,CHE,Train ticket
T8114,U121,04/21/2024,Income,Investment,58808,Card,HYD,asdfgh
T3494,U045,07/05/2022,Expense,Travl,4472,Upi,DELHI,
T13848,U123,04/21/2023,Expense,FOOD,2027,bank transfer,Pune,Gym membership
T3312,U087,08/14/2021,Expense,education,4867,Bank Transfr,AHM,ATM withdrawal
T11915,U138,08/01/2022,Expense,TRAVEL,1334 INR,BankTransfer,Chennai,...
T11011,U051,2024-10-01,Expense,Utlities,6700,Card,N/A,Doctor consultation
T6635,U039,02/25/2021,Income,Freelance,₹72857,cash,jaipur,
T6475,U058,04/28/2022,Income,Bonus,53734,Bank_Transfer,,Uber ride
T7373,U015,11/26/2022,Expense,Utlities,Rs.3749,Cash,MUM,Lunch
T11049,U013,2022-01-11,Income,Investment,71333,Bank_Transfer,chennai,!!!
T8046,U033,04-09-23,Expense,rent,₹2581,Csh,KOL,xyz123
T6223,U071,08/21/2022,Expense,Rent,0,Card,chennai,Train ticket
T8755,U118,07/11/2024,Expense,Fod,₹645,UPi,AHM,...
T1527,U029,06/01/2021,Expense,Utilities,Rs.4655,Upi,HYDERABAD,
T2983,U098,11/24/2023,Expense,Rentt,17314,UPI,HYD,Fixed deposit
T4309,U027,2021-12-23,Expense,Education,₹9998,Upi,,Fixed deposit
T8579,U007,2022-11-20,Expense,Entertainment,2788,Bank_Transfer,CHENNAI,Coffee
T3672,U084,2024-12-10,Expense,Traval,4115 INR,CARD,Kolkata,Electricity bill
T9011,U117,07/21/2021,Expense,Rent,8144,UPI,ahmedabad,Monthly rent payment
T2982,U083,04-08-22,Expense,,6371,CARD,MUMBAI,
T11584,U144,2022-10-03,Expense,food,9164,Card,JAIPUR,asdfgh
T9828,U141,2022-02-02,Income,Salary,59269,CARD,pune,Doctor consultation
T1546,U101,07-08-23,Expense,Rentt,₹15509,,,Internet bill
T4797,U037,03/09/2024,Expense,Travel,7077,Bank Transfer,ahmedabad,xyz123
T9972,U025,2023-02-26,Expense,Educaton,8254,CARD,PUN,Fixed deposit
T7143,U095,02-02-24,Expense,Entrtnmnt,1555,UPi,jaipur,Electricity bill
T13374,U107,12/20/2021,Expense,utilities,$5017,UPI,LUCKNOW,Internet bill
T6660,U112,09/04/2021,Expense,Food,2941,Bank_Transfer,Kolkata,xyz123
T1142,U120,2024-09-24,Expense,Rentt,37994,Crd,Hyderabad,...
T13868,U121,2022-01-16,Expense,Rentt,49122,CARD,jaipur,Petrol
T5480,U145,2024-08-16,Expense,health,1761,,Ahmedabad,!!!
T3464,U115,03/25/2022,Expense,Rentt,10003,Card,PUNE,Coffee
T4674,U070,15-11-21,Expense,Rnt,₹420,bank transfer,mumbai,Restaurant dinner
T12467,U015,11-01-21,Income,Bonus,20062,Bank Transfr,bangalore,Lunch
T3165,U047,2021-02-21,Income,Bonus,,Upi,Hyderabad,Petrol
T8063,U002,02-06-2023,Expense,Saving,$-500,csh,PUNE,Shopping
T8203,U053,2021-01-23,Expense,Travl,4603,Crd,BAN,!!!
T13070,U057,12-05-2024,Expense,Entertainment,9986,Bank Transfr,lucknow,Train ticket
T11349,U099,2024-03-06,Income,Salary,63843,Crd,Mumbai,
T7149,U024,11/06/2021,Expense,food,7886,Bank Transfr,Ahmedabad,Internet bill
T5246,U139,2024-12-18,Expense,RENT,6330,CRD,DEL,EMI payment
T4033,U061,2022-06-07,Expense,HEALTH,4109,CARD,ahmedabad,Electricity bill
T10767,U007,12-12-22,Expense,Foods,4856 INR,csh,mumbai,Books
T9842,U014,23-03-2021,Expense,Entertainment,2491,,BANGALORE,test
T11467,U118,,Expense,RENT,9855 INR,bank transfer,Delhi,Movie tickets
T11401,U110,28-09-24,Expense,Rentt,37722,BankTransfer,KOL,!!!
T4763,U133,08/20/2022,Expense,Rnt,4508,upi,Mumbai,Internet bill
T7660,U013,2022-05-03,Expense,Rnt,9199,BankTransfer,Lucknow,Doctor consultation
T2864,U073,2021-01-29,Expense,EDU,2704,Crd,JAIPUR,!!!
T5538,U085,06-05-23,Expense,food,₹5560,Bank Transfr,DELHI,asdfgh
T3062,U091,10/25/2022,Expense,Food,2080,UPI,delhi,Coffee
T9455,U145,2024-11-02,Expense,food,1792,Card,Delhi,Internet bill
T3622,U066,2021-03-25,Expense,utilities,279,CASH,ahmedabad,Monthly rent payment
T7807,U015,2024-01-02,Income,Investment,22772,Upi,Jaipur,
T3415,U027,02/05/2024,Expense,Rentt,37190,Bank Transfr,Chennai,Electricity bill
T1523,U116,06/20/2024,Expense,Travl,,Crd,CHENNAI,test
T10329,U075,06-08-2023,Expense,Utility,7919,Csh,CHE,...
T4194,U139,08-11-2023,Expense,Food,Rs.1725,upi,BANGALORE,
T6196,U020,21-01-22,Expense,Education,536,Bank_Transfer,LUC,misc
T2048,U124,2022-07-13,Expense,Foods,4876,Crd,jaipur,Medicine
T13772,U120,10-04-2022,Expense,Education,999999,csh,bangalore,Grocery shopping
T8260,U034,29-04-2021,Expense,Utlities,634,CRD,AHM,ATM withdrawal
T4420,U117,01/27/2022,Expense,Entertain,1670,Csh,kolkata,Fixed deposit
T9844,U024,2024-10-20,Income,Others,43241,Upi,hyderabad,N/A
T9933,U127,04-11-21,Expense,Rent,$10249,CRD,hyderabad,Internet bill
T1348,U088,,Expense,RENT,$3818,upi,AHM,
T5045,U061,20-09-21,Expense,Foodd,$3451,Crd,BAN,
T13378,U012,03/13/2022,Income,Bonus,37131,BankTransfer,mumbai,Fixed deposit
T11988,U013,23-09-24,Expense,FOOD,442,UPi,,Electricity bill
T5185,U033,09-07-23,Expense,Travl,7261,Crd,Pune,Coffee
T9950,U080,11/28/2021,Expense,Utility,₹3749,Upi,KOLKATA,Uber ride
T11852,U065,26-01-2024,Expense,entertainment,9088,upi,lucknow,
T4640,U126,2024-04-25,Expense,Foods,1316,UPi,mumbai,Train ticket
T5168,U024,2023-08-06,Expense,Helth,$1891,Crd,hyderabad,Uber ride
T7703,U017,2023-03-10,Expense,Utilties,877,upi,HYD,Shopping
T10559,U023,2022-07-09,Expense,,820,,LUCKNOW,Fixed deposit
T2789,U048,,Expense,Utility,9297,Bank Transfer,CHENNAI,
T6077,U103,07/25/2023,Income,Others,25449,CRD,jaipur,Restaurant dinner
T7607,U111,06-10-24,Expense,rent,7345,,,ATM withdrawal
T9002,U062,17-06-24,Income,Bonus,₹10326,UPi,Delhi,misc
T12568,U150,2022-02-18,Expense,Travl,5563,Upi,HYD,Books
T9818,U079,2024-05-25,Expense,,6372,upi,Pune,misc
T11145,U126,11/03/2021,Income,Freelance,27223,Crd,DEL,EMI payment
T5850,U052,10/16/2021,Expense,rent,4522,Cash,BAN,Coffee
T9577,U058,01/27/2021,Expense,Rnt,3204,csh,LUCKNOW,Uber ride
T1496,U089,08/19/2023,Expense,Foodd,4235,,kolkata,
T5104,U028,11/12/2022,Expense,utilities,2442,Upi,DELHI,Fixed deposit
T10705,U140,2023-12-22,Income,Others,54330,Card,DELHI,ATM withdrawal
T7130,U142,2023-05-21,Income,Others,Rs.550580,Card,DELHI,Medicine
T6362,U139,11/14/2023,Expense,Foodd,220,Bank Transfr,KOL,Electricity bill
T9970,U034,2023-01-07,Income,Salary,11603,,Kolkata,Petrol
T6642,U135,15-01-23,Expense,Educaton,$3503,Csh,Jaipur,Grocery shopping
T4908,U028,2024-12-28,Income,Freelance,₹20421,Csh,BANGALORE,asdfgh
T5952,U060,2023-06-17,Expense,RENT,2970,Bank_Transfer,,Grocery shopping
T13262,U133,05/11/2024,Expense,Education,6357,UPI,mumbai,xyz123
T1826,U140,10/07/2024,Expense,FOOD,3833,UPi,,Fixed deposit
T9630,U028,2023-01-14,Expense,Rent,26643,CARD,lucknow,ATM withdrawal
T9964,U083,07/20/2022,Expense,rent,9525,Card,DELHI,Restaurant dinner
T4322,U080,2022-03-13,Income,Investment,₹46178,UPi,Kolkata,!!!
T0742,U047,02/27/2022,Expense,Travl,9960,upi,,Grocery shopping
T9197,U091,08/17/2024,Expense,Entertain,9838,Crd,Mumbai,!!!
T2949,U073,15-09-2023,Expense,education,7275,CASH,PUNE,test
T8339,U094,04/07/2024,Expense,Educaton,9891,Cash,AHM,Grocery shopping
T9695,U043,07/19/2024,Expense,Entertain,999999,Cash,ahmedabad,EMI payment
T1514,U104,2021-12-06,Expense,RENT,6362,cash,HYD,Uber ride
T2154,U066,06/06/2023,Expense,utilities,1763,card,ahmedabad,test
T5312,U074,2024-08-01,Expense,FOOD,2115,bank transfer,kolkata,Coffee
T3823,U092,31-10-21,Expense,Rent,49062,Bank Transfr,Jaipur,...
T13663,U029,2022-12-06,Expense,food,9075,UPI,BANGALORE,test
T0305,U022,07-06-21,Expense,Entrtnmnt,999999,CARD,BAN,Coffee
T12390,U032,2021-09-10,Expense,Entertain,4446,Card,KOL,Medicine
T1167,U001,2023-01-11,Expense,Entrtnmnt,$8348,CASH,KOL,Electricity bill
T13702,U013,06/02/2024,Expense,Utilities,6822,Bank Transfr,Lucknow,Monthly rent payment
T0965,U033,,Expense,RENT,3797,Bank Transfr,LUCKNOW,Petrol
T5645,U090,16-03-23,Expense,FOOD,5058,card,,Gym membership
T4358,U108,25-05-2021,Income,Investment,58968,cash,delhi,Restaurant dinner
T5417,U020,19-10-2023,Expense,utilities,9480,Upi,DEL,Doctor consultation
T8753,U128,2022-10-31,Expense,Travl,$5560,UPI,mumbai,Fixed deposit
T4217,U150,2022-10-17,Expense,FOOD,₹4012,CARD,KOLKATA,Monthly rent payment
T4627,U127,07-02-2024,Expense,food,4603,Crd,MUMBAI,Books
T0137,U099,11/02/2023,Expense,Rnt,1454,Csh,KOLKATA,Petrol
T3984,U097,12/16/2021,Expense,Entertainment,4331,Cash,hyderabad,
T9431,U139,20-08-22,Expense,FOOD,₹6007,Crd,Jaipur,Movie tickets
T2375,U125,2022-12-24,Expense,Others,₹9581,Bank Transfr,delhi,Petrol
T11684,U045,23-02-23,Expense,Food,3690,CARD,pune,Internet bill
T11968,U087,2024-10-21,Income,Investment,28908,CRD,KOLKATA,...
T5052,U082,2022-04-03,Expense,FOOD,4040,Bank Transfr,kolkata,Internet bill
T6682,U005,04/22/2022,Expense,travel,,cash,jaipur,Movie tickets
T1872,U042,28-02-24,Expense,Foodd,111,BankTransfer,CHE,
T5165,U058,2022-11-02,Expense,rent,2619,CARD,JAIPUR,Restaurant dinner
T8248,U026,09/27/2021,Expense,Foods,4037,UPI,Jaipur,Books
T7908,U141,2022-07-07,Expense,FOOD,,CRD,CHE,Books
T4862,U071,09/22/2022,Expense,Health,Rs.596,Csh,,Lunch
T0035,U133,2021-06-25,Expense,Foodd,₹4070,Bank Transfr,lucknow,misc
T1622,U102,2024-05-23,Expense,entertainment,7656,UPI,lucknow,
T8980,U026,2021-06-04,Income,Investment,34515,Crd,Ahmedabad,Restaurant dinner
T2965,U046,04/13/2021,Expense,RENT,8384 INR,Bank_Transfer,delhi,...
T10412,U037,01-04-24,Income,Others,25678,Bank Transfr,MUM,Restaurant dinner
T9308,U102,01/16/2022,Expense,rent,9284,CASH,KOLKATA,Grocery shopping
T1382,U149,10/05/2021,Income,Bonus,24104,CRD,delhi,!!!
T9608,U130,17-04-22,Income,Others,21175,Upi,BANGALORE,Gym membership
T11776,U051,05/09/2021,Expense,Educaton,,BankTransfer,BAN,Electricity bill
T9226,U027,13-11-2024,Income,Others,25701,BankTransfer,CHE,misc
T9024,U113,2023-06-11,Expense,Utility,907,Upi,CHE,
T7037,U035,27-04-2023,Expense,Foods,497,Upi,Chennai,
T13346,U062,10/18/2021,Expense,HEALTH,5335,,delhi,Gym membership
T1373,U135,12/03/2023,Expense,RENT,₹7453,Card,DEL,Lunch
T0070,U040,2024-09-04,Income,Others,68838,Upi,Delhi,
T1335,U102,2024-08-03,Income,Freelance,68176,csh,Chennai,asdfgh
T2191,U126,20-03-21,Expense,Traval,6624,Upi,LUC,Movie tickets
T8674,U099,2021-05-22,Expense,Entertain,₹9602,Upi,DEL,Coffee
T5809,U086,07/20/2023,Expense,Rent,24848,UPI,CHENNAI,!!!
T1839,U131,2021-02-15,Expense,FOOD,8737,Crd,Pune,N/A
T7692,U059,2024-06-13,Expense,education,₹9314,bank transfer,,Movie tickets
T1299,U133,08/18/2024,Expense,Education,2594 INR,,CHE,
T2938,U043,24-03-24,Expense,Savings,259,Bank Transfer,Hyderabad,Monthly rent payment
T9086,U035,07/27/2021,Expense,Entertainment,₹5587,,bangalore,
T5323,U068,2023-05-03,Expense,entertainment,Rs.9315,Cash,Delhi,Internet bill
T11846,U079,13-05-2021,Expense,TRAVEL,8347,Csh,BAN,EMI payment
T5753,U016,2024-07-10,Expense,Food,3644,upi,hyderabad,Lunch
T6156,U007,2023-09-07,Expense,FOOD,1491,UPi,Mumbai,Lunch
T8161,U144,06/26/2024,Income,Investment,60740 INR,Cash,MUMBAI,Medicine
T2271,U139,02-02-24,Expense,rent,3753,UPi,HYD,Medicine
T1605,U143,2021-05-22,Expense,travel,7640,UPi,KOL,Lunch
T11040,U146,11/26/2024,Expense,Travel,₹9855,Upi,delhi,Gym membership
T5345,U023,2023-08-02,Expense,Entrtnmnt,3692,,MUMBAI,Doctor consultation
T7973,U077,2023-10-06,Income,Others,10693,bank transfer,Ahmedabad,EMI payment
T7577,U121,23-10-24,Expense,RENT,8540,Cash,Lucknow,Medicine
T5097,U101,2022-07-19,Expense,entertainment,7319,Bank_Transfer,JAIPUR,Doctor consultation
T7260,U115,09/30/2022,Expense,Traval,7921,Csh,,
T8429,U133,23-09-24,Expense,Education,8251,Cash,KOLKATA,Electricity bill
T2249,U001,12/23/2024,Expense,health,1122,UPI,MUM,...
T4034,U130,01-01-24,Income,Bonus,63932,CRD,MUM,
T12792,U090,2021-06-18,Expense,,7710,Upi,Bangalore,Movie tickets
T1551,U065,2021-02-08,Expense,utilities,,Upi,hyderabad,Monthly rent payment
T3844,U003,14-07-2022,Expense,entertainment,5784,Card,Pune,Fixed deposit
T7464,U104,29-07-22,Income,Salary,29590,CASH,jaipur,Movie tickets
T3101,U140,16-09-22,Expense,Foodd,₹4799,UPI,Bangalore,Movie tickets
T6951,U012,03-10-2024,Expense,Rent,25493,CARD,AHMEDABAD,Petrol
T1262,U125,2023-07-01,Expense,rent,₹8623,card,,ATM withdrawal
T3673,U145,2023-09-04,Expense,Savings,Rs.2421,Card,DELHI,Gym membership
T7265,U017,13-04-23,Expense,Food,2405,UPI,Bangalore,Doctor consultation
T0365,U024,08-09-21,Expense,Travl,3965,CRD,Kolkata,Electricity bill
T2954,U102,02-06-2023,Expense,Utilities,1697,CARD,chennai,
T12118,U102,01/29/2023,Expense,Rent,Rs.21911,,,Restaurant dinner
T7269,U019,2024-08-20,Expense,Entertainment,1233,Bank Transfr,Chennai,Electricity bill
T1269,U057,05/05/2023,Expense,Foodd,252,CARD,HYDERABAD,EMI payment
T7564,U128,2021-03-05,Expense,Foods,2969,UPI,lucknow,Lunch
T12354,U148,27-04-2021,Expense,Rentt,34322,Csh,AHMEDABAD,xyz123
T10137,U065,08/23/2023,Expense,travel,3063,bank transfer,KOLKATA,
T4443,U117,07/25/2024,Expense,EDU,3905,BankTransfer,HYDERABAD,!!!
T4721,U036,2021-02-09,Expense,Utility,749,csh,Kolkata,Grocery shopping
T8408,U054,12-06-2021,Expense,education,₹7016,cash,AHM,Fixed deposit
T6250,U014,25-07-2022,Expense,Travel,2825,bank transfer,JAIPUR,...
T8816,U046,23-06-2024,Expense,RENT,4266,card,JAI,Grocery shopping
T7224,U102,19-11-2023,Expense,Fod,₹512,CARD,HYD,Medicine
T8362,U014,08/13/2022,Expense,Travel,1482,Bank_Transfer,MUMBAI,Grocery shopping
T6908,U072,20-07-24,Expense,Rnt,6825,BankTransfer,,misc
T9231,U120,08/12/2023,Expense,Entertain,449,BankTransfer,PUN,
T7410,U072,2021-01-05,Expense,Rentt,9560,CASH,lucknow,Shopping
T10189,U034,,Income,Bonus,39326,UPI,Ahmedabad,Monthly rent payment
T7420,U012,2021-07-28,Expense,Foodd,3820,CASH,BANGALORE,Internet bill
T5431,U077,2022-08-30,Expense,rent,2838 INR,bank transfer,delhi,Train ticket
T5659,U099,06-08-22,Expense,Rent,25522,upi,CHENNAI,Uber ride
T5692,U080,26-05-24,Expense,Rnt,4225,Upi,,Medicine
T10008,U098,2023-04-12,Expense,Utilties,179,CARD,lucknow,test
T0482,U026,2022-04-01,Expense,rent,5122,Upi,LUCKNOW,Movie tickets
T0668,U097,,Income,Freelance,62321 INR,Cash,Jaipur,Restaurant dinner
T7112,U131,2022-08-11,Expense,entertainment,4988,Bank Transfr,PUNE,
T0760,U122,2022-03-15,Expense,Fod,$1261,CASH,Delhi,Petrol
T8640,U018,12/27/2022,Expense,Food,₹4935,BankTransfer,Hyderabad,misc
T6245,U012,05/26/2024,Expense,Helth,2555,Card,pune,Internet bill
T8745,U119,09/02/2021,Expense,health,7636,CASH,Chennai,Coffee
T8956,U150,2023-12-10,Expense,Rnt,2166,csh,BAN,EMI payment
T6931,U079,29-01-22,Expense,FOOD,3633,BankTransfer,Mumbai,Grocery shopping
T8564,U011,2021-04-19,Expense,utilities,4890,CASH,KOL,N/A
T13658,U117,02/19/2024,Expense,SAVINGS,7864,upi,PUN,ATM withdrawal
T7860,U073,,Expense,EDU,9892,UPi,jaipur,test
T6492,U078,01/21/2023,Income,Others,42712,UPi,BANGALORE,Uber ride
T11543,U090,2021-10-09,Expense,Misc,9794,BankTransfer,Lucknow,Internet bill
T3804,U107,02-07-24,Expense,Fod,5884,,Delhi,ATM withdrawal
T11246,U112,05-11-2023,Expense,Health,2464,UPI,mumbai,Books
T8424,U111,2024-02-28,Expense,Fod,8027,upi,Jaipur,Uber ride
T10567,U074,07/12/2024,Expense,Travl,9225,Card,ahmedabad,Restaurant dinner
T10321,U110,2021-11-29,Expense,FOOD,8156,card,BAN,Gym membership
T5455,U112,2023-05-24,Expense,Foods,116 INR,card,Bangalore,Train ticket
T6065,U128,12/02/2024,Expense,Rentt,999999,Csh,MUM,N/A
T10337,U098,12/29/2023,Expense,Travel,1547,Bank Transfr,N/A,Coffee
T0621,U051,2023-04-19,Expense,Rent,41736,csh,delhi,Restaurant dinner
T5814,U066,2021-01-10,Expense,Utlities,6392,Upi,Chennai,Medicine
T10404,U136,11-12-21,Income,Bonus,32753,Crd,DELHI,Medicine
T2599,U145,03/30/2024,Expense,Utilities,9957 INR,CRD,Mumbai,!!!
T12995,U013,12/30/2021,Expense,TRAVEL,6344,CARD,,misc
T7849,U045,08-05-21,Expense,travel,3176,Csh,Kolkata,
T3573,U141,2022-12-06,Expense,EDU,754,Upi,hyderabad,Movie tickets
T9724,U016,11/30/2023,Expense,RENT,7937,Bank Transfer,Jaipur,...
